gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff
4519754998,1,27,1,1,6,5,4,0,0,0,0,72,959,917
4439457123,1,76,2,1,5,5,6,1,0,1,0,60,924,323
4524643428,1,19,4,1,12,2,13,1,1,0,0,37,4544,3126
4521007618,0,13,2,0,4,11,4,2,1,1,0,45,-4847,-2983
4508648866,1,78,2,1,9,3,17,1,1,0,0,47,1849,669
4481875944,1,14,2,0,7,11,7,0,0,0,0,36,-3891,-2689
4481977173,0,11,5,1,6,9,8,0,0,0,0,40,-1314,-1942
4524221277,1,16,0,1,9,5,14,0,0,0,0,48,2718,91
4491767708,0,14,7,0,3,8,3,0,0,0,0,52,-2174,-1268
4513381950,1,15,11,1,4,1,2,1,1,0,0,48,1093,720
4520706889,1,15,5,0,11,10,8,0,0,0,0,52,-215,-438
4510979839,1,16,2,1,7,6,10,1,0,1,0,33,635,-1157
4497747862,1,17,3,0,10,10,10,0,0,0,0,38,120,1209
4499933829,1,19,4,0,10,9,11,1,1,0,0,60,194,661
4444218395,1,15,3,1,9,2,21,1,1,0,0,51,3581,1578
4524806566,0,15,2,0,6,13,9,0,0,0,0,38,-3622,-2561
4462632051,1,48,4,1,6,6,9,1,1,0,0,51,-303,312
4522260081,0,14,1,0,9,8,7,1,1,0,0,60,-1295,-305
4455390955,0,39,1,0,1,5,1,0,0,0,0,48,-3006,-1880
4517939505,1,38,5,1,2,1,4,1,0,1,0,56,1090,371
4524528416,1,14,3,0,4,3,1,1,1,0,0,70,324,1794
4525067296,1,12,0,1,3,7,2,0,0,0,0,48,-2025,-2448
4454069388,0,41,4,1,7,8,8,0,0,0,0,47,-416,-907
4503433498,0,12,15,1,4,4,2,1,0,1,0,51,62,1154
4510734919,0,16,4,1,5,7,3,0,0,0,0,64,-67,-1341
4464447310,1,20,3,0,11,4,13,1,1,0,0,52,5163,3968
4429977573,1,16,5,1,11,5,18,1,1,0,0,45,2728,1957
4522461341,0,15,13,0,3,9,1,1,1,0,0,52,-3559,-1400
4517741452,1,38,0,1,6,4,7,2,1,1,0,56,184,-131
4500724758,0,17,3,1,4,7,4,1,1,0,0,39,-2040,-1012
4494319705,1,16,3,1,6,1,9,1,1,0,0,56,2151,726
4444096628,0,32,2,0,10,12,9,0,0,0,0,39,-2452,-1634
4521510642,1,41,4,1,7,4,7,2,1,1,0,64,3255,2259
4412240530,1,34,2,1,9,3,6,0,0,0,0,50,1128,858
4420941972,1,25,3,1,6,5,7,1,0,1,1,67,1909,979
4514097912,1,18,2,0,10,6,9,0,0,0,0,38,3397,1493
4491135325,0,20,0,0,8,12,11,0,0,0,0,54,-3563,-1320
4488824515,0,16,3,1,7,9,4,1,1,0,0,38,-361,1686
4515453856,1,17,3,0,4,3,3,1,0,1,0,60,-513,992
4420829528,1,20,7,0,11,4,12,0,0,0,0,48,4872,3076
4503381304,0,34,2,0,6,7,5,1,0,1,0,62,985,2102
4515654011,1,16,2,1,4,8,3,1,1,0,0,47,-1599,-1870
4492894390,1,11,3,0,11,4,15,1,1,0,0,58,1719,1703
4472568378,0,15,3,0,1,6,0,0,0,0,0,56,-2641,-2207
4471422338,0,13,5,1,3,9,2,0,0,0,0,42,-2846,-2325
4525151632,0,15,2,0,3,10,1,0,0,0,0,56,-3891,-2276
4519414547,1,19,0,0,13,4,11,1,1,0,0,48,6202,5368
4440874432,1,15,2,0,3,2,5,0,0,0,0,68,2330,2167
4471153063,0,15,1,1,9,7,8,0,0,0,0,56,3089,1750
4522449120,1,40,3,0,7,6,7,0,0,0,0,41,540,867
4501354453,1,43,2,1,5,4,5,1,0,1,0,56,508,-1704
4465050280,0,143,5,1,10,7,10,1,1,0,0,37,625,-1035
4509589971,1,41,5,1,8,5,7,1,1,0,0,54,2481,1962
4505606908,1,12,3,1,10,5,9,1,1,0,0,64,2796,2669
4517684494,1,19,5,0,9,4,7,1,1,0,0,48,2089,2123
4516180818,1,20,1,1,5,6,6,1,1,0,0,63,-608,-703
4524074861,0,15,0,1,7,9,6,0,0,0,0,44,-1923,-1753
4524837884,0,11,1,0,5,5,5,0,0,0,0,48,-951,-546
4467397510,1,19,3,1,6,4,8,1,1,0,0,32,1428,701
4498316560,0,17,2,1,8,5,9,1,1,0,0,60,1131,1145
4494819577,0,44,3,0,4,7,4,1,0,1,0,56,-1972,-1010
4454214561,0,11,1,1,7,9,6,0,0,0,0,63,-2242,-1819
4508718134,1,14,2,1,6,3,10,1,1,0,0,48,2287,-268
4518971206,0,20,3,0,7,4,8,0,0,0,0,53,1367,2396
4519649032,1,11,6,1,8,4,8,2,1,1,0,52,2580,2954
4487076086,0,97,3,0,11,7,20,1,1,0,0,32,786,-562
4520419730,1,18,2,1,5,6,5,2,1,1,0,76,152,-57
4510885108,1,19,4,1,8,4,9,0,0,0,0,44,2802,281
4500739258,0,16,1,0,3,4,3,0,0,0,0,41,-1610,-1393
4524783374,1,33,2,0,14,10,9,0,0,0,0,48,1543,-21
4465119134,1,16,3,0,15,11,14,0,0,0,0,42,1915,2606
4515577349,1,19,6,0,4,3,7,1,1,0,0,52,-595,364
4465188797,0,14,1,1,6,7,5,0,0,0,0,41,-1190,-911
4523720024,1,16,0,1,5,1,3,1,0,1,0,48,1820,806
4512168503,0,18,4,0,4,7,3,2,1,1,0,72,-2630,-2244
4441802146,1,21,3,0,8,8,9,0,0,0,0,36,-1327,-789
4525106974,1,18,4,0,8,4,10,0,0,0,0,36,1417,1016
4519124601,0,17,3,1,4,4,3,1,1,0,0,60,71,409
4469638547,1,12,1,0,5,4,0,0,0,0,0,57,17,1052
4520617571,0,15,3,1,8,7,8,2,1,1,0,44,151,840
4520513993,1,13,5,1,10,3,9,1,1,0,0,60,4817,3220
4446190086,0,18,1,0,4,9,5,0,0,0,0,44,-3400,-2763
4479055235,0,17,1,1,6,8,5,0,0,0,0,46,-944,-556
4525053035,0,16,0,0,4,8,6,1,1,0,0,49,-2839,18
4460529664,1,13,4,1,11,8,14,1,1,0,0,46,818,-165
4489494920,0,13,0,0,2,9,4,0,0,0,0,49,-6286,-4733
4524863981,0,19,2,0,4,11,3,0,0,0,0,41,-3799,-3285
4508452416,1,18,5,0,8,2,4,2,1,1,1,52,4428,3489
4518173580,1,51,11,1,9,1,9,0,0,0,0,63,4388,3527
4497643645,0,14,4,0,4,8,5,1,1,0,0,47,-3045,-1634
4496490767,0,16,2,0,2,4,3,0,0,0,0,56,-1497,-778
4521137660,0,51,2,0,3,4,5,1,1,0,0,50,-1696,-2153
4522864178,1,37,0,0,8,7,8,0,0,0,0,48,733,-1480
4418117776,1,16,6,1,9,10,11,1,1,0,0,50,-606,-1487
4487261308,0,37,4,0,3,5,3,0,0,0,0,49,-2420,-753
4472053682,0,12,4,0,3,8,2,0,0,0,0,56,-2037,110
4523322393,1,16,2,0,4,4,3,0,0,0,0,53,631,1404
4450801674,0,14,4,0,7,7,6,1,0,1,0,52,-1570,-2103
4518527027,1,41,4,0,7,7,11,1,1,0,0,55,-471,870
4515771570,1,15,1,0,3,4,4,0,0,0,0,48,-1211,-108
4503520980,1,18,0,1,7,2,6,1,0,1,0,44,2740,1708
4525008225,1,16,14,0,6,4,7,1,0,1,0,58,1947,2521
4522447446,1,15,4,1,10,3,8,0,0,0,0,55,4712,3798
4500531155,0,35,6,1,5,4,6,1,1,0,0,52,1115,1256
4524832772,1,38,3,0,4,5,5,0,0,0,0,55,-833,-116
4521575223,1,146,1,0,11,7,9,0,0,0,0,48,564,633
4502356627,0,39,1,1,10,10,11,1,0,1,0,83,-589,1794
4502093881,1,17,6,1,9,4,8,0,0,0,0,38,3020,2593
4469976070,1,14,2,1,7,6,8,1,1,0,0,32,-1339,-2802
4515929996,0,22,1,1,10,4,17,1,1,0,0,48,1487,577
4522286152,1,16,5,1,5,3,5,2,1,1,0,36,579,-37
4524966850,1,10,2,1,9,6,8,0,0,0,0,56,975,659
4491591979,1,50,4,1,10,6,11,1,1,0,0,47,1417,1171
4519588489,1,21,4,1,6,4,9,2,1,1,1,40,2768,1411
4520999253,1,11,5,1,13,6,25,0,0,0,0,56,3897,2558
4521050901,0,12,2,0,2,9,4,0,0,0,0,42,-4631,-3612
4516768081,0,17,2,0,4,5,4,0,0,0,0,63,-46,-458
4517685313,0,19,2,0,2,7,2,0,0,0,1,47,-258,-419
4502501913,1,11,3,0,9,3,8,1,1,0,0,60,2845,4032
4518047197,0,17,1,0,3,10,3,0,0,0,0,42,-3177,-3271
4511912141,1,12,3,1,8,4,9,1,1,0,0,53,2988,398
4489550843,1,16,2,1,6,3,5,1,1,0,0,54,2443,1566
4524701312,1,16,2,1,6,5,5,2,1,1,0,57,-11,-176
4490153462,1,12,0,0,5,6,8,1,1,0,0,48,286,17
4502297992,0,16,15,1,6,7,6,2,1,1,0,39,90,-819
4491389277,1,11,1,0,7,6,5,0,0,0,0,53,403,1790
4522856174,1,16,6,1,8,1,12,0,0,0,0,52,3135,2622
4491480186,0,17,2,0,10,8,11,0,0,0,0,51,372,160
4518344857,1,30,4,0,6,8,10,1,1,0,0,48,-1636,-872
4515426111,1,15,3,1,12,1,11,2,1,1,0,56,5586,4058
4511966451,0,13,2,0,2,5,3,0,0,0,0,60,-2105,-1094
4519227071,1,14,2,0,6,8,4,1,0,1,0,60,-1374,-653
4493419240,0,13,3,0,3,8,4,0,0,0,0,40,-2166,-2885
4479961520,1,14,2,0,5,4,4,0,0,0,0,42,930,275
4524526472,0,16,1,0,5,8,5,1,1,0,0,49,-950,-650
4464951728,1,17,3,1,1,2,2,1,1,0,0,51,-2421,-1685
4482394402,1,19,3,0,8,9,10,0,0,0,0,40,-891,-633
4518002897,1,38,3,0,4,5,2,0,0,0,0,48,-211,232
4477006616,1,14,1,1,4,5,5,0,0,0,0,64,-405,-1523
4440191249,1,15,1,1,10,7,8,0,0,0,0,40,2361,2502
4500995168,1,15,2,0,8,9,11,1,1,0,0,52,-134,-565
4522793625,1,18,1,1,7,4,16,1,1,0,0,57,2062,1120
4474892602,1,16,1,1,6,3,7,1,0,1,0,59,2089,1771
4493006116,0,15,3,0,7,16,6,0,0,0,0,42,-5377,-3249
4524222412,1,14,2,1,7,7,5,1,1,0,0,48,-282,-79
4496972766,0,15,3,0,6,7,8,0,0,0,0,49,-443,-447
4520803035,0,11,4,0,2,8,3,0,0,0,0,60,-3122,-1229
4488885595,0,15,4,0,2,5,1,1,1,0,0,45,-2425,-1778
4487026164,1,12,4,0,3,5,2,0,0,0,0,45,-813,840
4473156248,1,20,6,0,9,8,8,0,0,0,0,64,1378,1678
4518151873,0,31,5,0,7,7,6,0,0,0,0,56,1542,1059
4454844515,0,88,3,0,7,11,10,0,0,0,0,36,-1553,-424
4524019093,1,16,4,1,8,0,12,1,1,0,0,55,4250,2686
4517744758,1,15,2,1,8,3,7,1,0,1,0,48,2772,2140
4472664560,1,17,1,1,6,6,8,1,1,0,0,59,-484,-1416
4506715219,1,15,5,1,7,4,12,2,1,1,0,64,1110,-544
4525069847,0,15,5,0,5,4,6,1,0,1,1,57,1467,11
4452361884,1,16,2,1,12,10,20,2,1,1,0,64,1095,94
4440050075,1,17,1,1,7,1,5,1,1,0,1,55,5169,2153
4510518816,0,15,2,0,1,3,3,0,0,0,0,56,-1547,-916
4496656923,1,22,5,1,13,3,21,0,0,0,0,35,5680,2175
4522525839,0,15,3,1,6,6,6,0,0,0,0,47,823,-164
4511649703,1,62,2,1,6,1,8,2,1,1,0,44,1799,442
4451402051,0,21,4,0,1,3,1,1,0,1,0,50,-757,569
4467311315,1,91,2,1,8,6,9,1,1,0,0,47,91,-339
4515311611,0,39,5,0,8,11,6,1,0,1,1,55,-1538,-370
4524615195,1,12,2,0,10,8,9,2,1,1,0,64,2228,1524
4521321168,0,16,3,1,9,1,10,0,0,0,0,60,4869,3243
4491850412,1,19,4,0,4,2,7,0,0,0,0,46,640,-120
4481745211,1,28,7,0,6,9,7,0,0,0,0,43,-1871,-1775
4472572307,0,16,1,0,5,7,4,0,0,0,0,32,-2189,-1838
4522459455,0,19,3,1,7,9,8,0,0,0,0,40,474,-775
4513892324,0,14,2,0,7,12,8,0,0,0,0,52,-1072,-646
4522503290,0,16,3,1,7,13,9,0,0,0,0,56,-2817,-1700
4502582060,1,17,4,0,4,3,7,1,1,0,0,49,-243,-465
4522240488,0,18,5,0,3,3,7,1,1,0,0,57,-1517,-1565
4448069997,0,13,1,0,0,6,0,0,0,0,0,61,-3205,-3400
4519920024,0,14,3,0,2,5,4,0,0,0,0,45,-2820,-2751
4524264644,1,19,4,1,7,3,13,1,1,0,0,32,1722,1010
4520641910,1,14,0,1,6,2,5,2,1,1,0,57,1978,1595
4505843833,1,15,5,1,11,9,8,0,0,0,0,48,171,618
4503939692,0,13,4,0,5,3,9,1,1,0,0,52,659,405
4521916214,1,16,8,0,6,11,7,1,1,0,0,43,-2974,-2746
4506788897,0,94,3,0,3,9,3,0,0,0,0,44,-3078,-3306
4521424727,0,17,3,1,7,6,6,0,0,0,0,59,1153,282
4494894166,1,15,2,1,11,5,8,2,1,1,0,63,3878,2862
4518445145,1,15,1,1,5,1,5,2,1,1,0,54,2717,1557
4511985259,1,88,4,1,9,7,8,0,0,0,0,44,3038,3164
4470447299,0,17,3,0,4,7,6,0,0,0,0,47,-1903,-584
4447747806,1,15,0,1,9,5,8,0,0,0,0,44,3518,2843
4492269154,1,15,3,0,7,7,12,0,0,0,0,60,216,259
4463540440,0,34,2,1,5,8,3,0,0,0,0,52,-509,-196
4445986200,0,12,1,0,9,6,14,0,0,0,0,36,978,372
4492063220,1,51,4,1,11,3,9,1,1,0,0,64,1884,1871
4519728493,1,18,2,1,10,4,13,1,0,1,0,50,2224,2062
4507920169,0,22,3,0,8,11,9,1,0,1,0,36,-1079,252
4517895985,0,15,1,0,5,7,6,0,0,0,0,40,-1768,-1778
4469859843,0,15,3,0,6,6,4,1,1,0,0,48,-886,-476
4494766750,1,68,2,1,9,3,16,0,0,0,0,48,3017,1450
4518283013,0,16,7,1,8,8,9,1,1,0,0,48,-431,120
4523501423,0,81,0,0,6,12,6,0,0,0,0,39,-2618,-2637
4498439649,0,17,6,1,6,6,6,2,1,1,0,48,-740,-665
4521204334,1,15,0,1,12,5,13,1,0,1,0,67,3982,3457
4517631475,0,16,1,0,5,10,6,0,0,0,0,50,-2028,-1740
4524260253,1,15,1,0,10,4,8,1,0,1,2,57,5649,3668
4516376461,0,9,1,0,0,9,0,0,0,0,0,54,-4949,-4010
4511656001,1,16,2,1,8,3,5,2,1,1,1,56,4867,4211
4504690323,0,20,2,0,2,6,2,2,1,1,0,67,-978,-226
4454879809,0,16,2,0,8,4,9,0,0,0,0,67,2425,1426
4524899991,1,17,2,1,12,6,11,1,1,0,0,49,3815,2726
4519607934,1,44,3,1,7,5,4,1,1,0,0,60,976,2257
4497723883,1,14,5,1,5,4,6,1,1,0,0,54,862,-426
4447721358,0,13,0,1,4,3,6,0,0,0,0,44,-403,-26
4480073298,0,85,3,0,2,6,3,0,0,0,0,51,-2204,-1476
4524542194,1,21,3,1,9,9,11,1,1,0,0,40,-219,-1275
4486943775,1,13,2,1,16,5,16,1,0,1,0,36,5330,4040
4470773670,1,15,0,1,9,4,12,2,1,1,0,61,3414,1608
4470307479,0,18,2,1,5,4,4,0,0,0,0,42,792,-622
4508403894,1,23,3,1,4,7,5,0,0,0,0,76,-146,-399
4497280145,0,13,4,1,5,5,5,1,0,1,0,40,-1578,-1724
4484119748,1,18,1,1,5,6,5,0,0,0,0,40,-769,-701
4494270392,1,15,1,0,6,3,6,0,0,0,0,55,1860,1798
4480070649,1,20,0,1,10,3,8,0,0,0,0,56,3525,2979
4514071420,1,13,3,1,12,8,18,1,1,0,0,44,679,-305
4522475191,0,16,3,0,1,5,1,0,0,0,0,58,-2555,-1896
4521984962,0,72,1,1,11,6,5,0,0,0,0,38,765,425
4461992783,0,60,1,1,6,8,6,0,0,0,0,53,-1221,-2380
4498150653,1,26,3,0,10,6,10,0,0,0,0,67,4492,3211
4523433938,0,16,0,0,3,4,4,0,0,0,0,42,186,-273
4492342077,1,14,1,1,8,7,7,1,1,0,0,66,1227,996
4520836773,1,14,2,0,5,7,1,1,0,1,0,57,-70,-456
4473304091,0,37,4,0,3,4,3,0,0,0,0,46,-1605,-1335
4513103663,0,14,2,0,4,9,4,0,0,0,0,50,-3465,-3351
4469401946,0,13,7,1,11,10,20,1,0,1,0,41,-431,-1022
4525167024,1,21,4,0,8,7,9,0,0,0,0,50,1083,451
4523683062,0,13,5,0,5,6,5,0,0,0,0,39,-1259,-360
4522023642,0,13,1,0,4,12,4,0,0,0,0,45,-6801,-4611
4454611264,1,14,0,1,7,10,8,1,1,0,0,77,1158,191
4498185770,1,18,3,1,7,3,6,2,1,1,0,56,2053,1371
4491503560,1,20,2,0,11,7,12,0,0,0,0,42,604,1983
4520873803,1,15,1,0,3,7,5,1,0,1,1,53,75,616
4525231930,0,16,3,1,2,4,2,0,0,0,0,47,-542,-927
4525226675,1,21,3,1,9,7,13,0,0,0,0,59,1099,-98
4510119055,1,88,4,1,8,4,4,1,1,0,0,48,2183,263
4522566957,1,14,4,1,4,4,5,2,1,1,0,70,791,224
4509204216,0,13,0,0,3,8,2,0,0,0,0,50,-3614,-3434
4429821639,0,11,2,1,11,2,9,2,1,1,0,52,1220,589
4458702644,0,14,1,1,4,5,3,0,0,0,0,50,-1827,-2059
4474395162,0,17,2,0,8,5,8,0,0,0,0,32,583,751
4472343262,0,13,2,1,3,2,5,1,0,1,0,67,-334,-1054
4484797457,0,18,8,0,6,11,9,0,0,0,0,37,-2494,-1188
4469192486,1,11,4,1,18,13,6,0,0,0,1,44,2658,2407
4476350140,1,20,1,0,9,9,10,1,1,0,0,37,-116,-303
4500418922,1,16,3,1,9,8,11,2,1,1,0,46,-197,-2391
4516602474,0,17,2,0,7,5,8,0,0,0,0,52,760,521
4515880497,1,16,3,0,5,4,6,0,0,0,0,53,1224,1259
4482285408,0,16,1,0,2,11,2,0,0,0,0,44,-6076,-3107
4509340231,0,14,0,0,8,11,9,1,1,0,0,35,-2339,-917
4525224342,1,13,2,1,3,1,4,0,0,0,0,58,2590,1325
4450611631,0,18,1,1,9,5,6,1,1,0,0,56,2175,1409
4519180415,0,16,2,1,6,7,10,1,1,0,0,57,1188,-284
4458860802,0,15,7,0,11,7,7,0,0,0,0,60,1651,3902
4456272410,0,14,3,0,5,3,4,0,0,0,0,52,-187,2135
4524703970,0,14,3,0,2,9,2,0,0,0,0,51,-4868,-4160
4449048397,0,37,3,0,0,5,0,0,0,0,0,43,-4149,-3222
4492525886,0,13,1,0,3,6,1,0,0,0,0,48,-2602,-1426
4465850018,1,18,2,1,7,8,5,1,1,0,0,49,-1018,1114
4502001730,1,25,4,0,11,6,12,0,0,0,0,60,2718,1185
4468533756,1,17,3,1,17,5,16,1,1,0,0,40,4899,2415
4521433925,1,18,2,0,5,5,5,0,0,0,0,49,-1344,-2597
4475994865,1,20,5,1,11,3,12,1,1,0,0,51,3781,1725
4514073335,1,10,0,1,7,3,3,1,1,0,0,65,3328,3696
4524501776,1,19,1,1,11,6,15,1,1,0,0,52,2114,75
4523553248,0,16,11,1,6,7,3,1,1,0,0,48,-464,-47
4520842765,1,17,5,0,4,2,2,2,1,1,0,40,-17,588
4519727542,1,14,1,0,8,7,9,0,0,0,0,77,1300,3056
4521344335,1,43,4,1,7,0,15,2,1,1,0,53,3884,2315
4450770211,0,17,7,0,8,9,13,1,1,0,0,41,475,1006
4498636614,1,15,2,1,7,4,7,2,1,1,0,61,2689,2827
4497665020,0,13,7,0,4,6,1,1,0,1,0,48,-1367,-197
4464521946,0,17,4,1,4,8,3,1,1,0,0,59,-2999,-1476
4523877309,0,24,7,0,12,12,17,1,0,1,1,36,-967,-965
4471300267,0,16,2,1,7,4,8,1,1,0,0,58,1969,1497
4513704975,0,12,2,0,3,11,4,0,0,0,0,63,-4199,-3186
4524643923,1,18,3,1,5,6,2,0,0,0,0,39,-105,-896
4517829998,0,14,1,1,9,5,11,1,0,1,1,42,3652,1542
4413023613,0,26,1,0,2,3,4,0,0,0,0,64,-83,-64
4499920365,0,13,4,1,9,5,8,0,0,0,0,36,2526,1379
4506295504,0,13,2,0,3,6,1,1,1,0,0,54,-1864,-1945
4523734569,1,18,2,1,4,3,2,1,0,1,0,48,787,481
4512964599,0,17,3,1,7,7,8,1,0,1,0,68,-1222,-2334
4508119465,0,15,2,1,11,11,13,0,0,0,0,49,-204,1350
4456002030,0,16,2,1,6,5,4,1,1,0,0,64,1759,1710
4518231271,0,12,3,0,3,8,3,1,1,0,0,55,-1650,-1358
4516926779,1,17,3,1,5,5,6,1,1,0,0,46,290,617
4506972533,0,9,0,1,2,5,3,1,1,0,0,61,-3418,-2689
4460890614,0,12,5,1,7,4,8,0,0,0,0,58,1922,1870
4519568140,0,16,0,0,4,8,5,0,0,0,0,44,-3584,-2457
4497751825,0,17,3,1,7,10,5,0,0,0,0,52,-2827,-2675
4521417680,0,20,4,0,11,7,8,0,0,0,0,43,817,2322
4510713012,1,24,3,0,3,3,5,0,0,0,0,52,75,536
4509854436,0,12,3,0,11,14,8,0,0,0,0,48,-1502,-321
4500976861,1,34,5,0,2,7,2,0,0,0,0,60,-1706,-1004
4522637791,1,13,5,0,7,9,6,1,0,1,0,56,274,1018
4495935822,1,20,4,0,7,5,8,0,0,0,0,40,1058,1735
4518693297,0,14,0,0,6,7,9,0,0,0,0,50,-1776,-3265
4496300604,0,15,3,1,5,9,8,0,0,0,0,40,-2698,-3640
4522794083,0,23,5,1,6,7,7,0,0,0,0,49,-95,-1113
4520699104,0,11,3,1,8,8,7,1,0,1,0,51,519,1006
4510367501,0,17,2,1,3,4,4,1,1,0,0,80,-873,300
4505447619,1,16,6,0,4,9,8,1,1,0,0,60,-1514,-629
4471698975,1,24,2,0,6,5,9,1,1,0,0,43,-973,-674
4434486038,0,15,4,0,8,11,7,0,0,0,0,48,-1499,-1282
4498511846,1,20,5,1,8,2,9,2,1,1,0,52,4011,2732
4524081937,1,18,3,1,6,1,5,2,1,1,2,48,4957,3218
4445293450,0,13,2,0,4,4,5,0,0,0,0,46,-615,-347
4513310043,1,18,7,1,7,8,3,0,0,0,0,42,783,-301
4500568578,0,15,4,0,1,4,2,1,1,0,0,60,-3617,-1967
4524214463,1,15,3,1,7,5,8,0,0,0,0,35,912,-241
4505836757,0,15,1,1,4,9,6,1,0,1,0,46,-2746,-2775
4475217801,1,21,3,1,5,2,4,0,0,0,0,53,1290,1337
4488970376,1,14,5,0,6,6,7,0,0,0,0,56,-71,994
4524090743,0,14,4,0,4,8,3,1,0,1,0,50,-2528,-882
4523042890,1,15,3,1,5,6,4,0,0,0,0,63,901,1182
4517636777,1,23,6,1,10,6,13,0,0,0,0,61,2013,1022
4476445956,0,16,2,0,4,11,2,2,1,1,0,59,-3113,-1771
4490257266,0,13,0,1,6,9,5,1,1,0,0,44,-1467,-1916
4524954038,0,21,4,0,6,12,3,1,1,0,0,47,-3197,-1400
4515523477,1,19,5,0,2,4,2,0,0,0,0,60,-31,849
4452314277,0,19,2,0,4,7,5,1,0,1,0,40,-802,-842
4523108166,0,18,4,1,8,8,12,1,1,0,0,43,-1642,-2040
4520687269,0,63,6,0,9,4,5,0,0,0,0,52,2989,4519
4524971748,1,21,3,1,5,3,8,1,1,0,0,39,2197,1707
4523428789,0,17,0,0,6,1,8,1,1,0,0,55,2983,1577
4521032277,1,16,3,0,7,7,7,2,1,1,0,48,1167,2368
4492093382,0,14,4,0,2,11,4,0,0,0,0,52,-3941,-2386
4520567149,0,20,3,1,9,8,11,1,1,0,0,48,720,-183
4455316787,1,14,4,1,8,3,8,0,0,0,0,40,4098,1004
4524702479,1,15,3,1,5,2,6,1,1,0,0,56,2430,2023
4516718833,0,14,3,1,5,5,5,1,1,0,0,60,206,-364
4476068972,0,17,1,1,3,4,4,0,0,0,0,59,-1003,-1571
4468615107,0,87,3,0,7,3,10,2,1,1,0,56,600,-81
4525109552,1,16,4,0,4,5,2,0,0,0,0,49,-1596,-1318
4482138912,1,19,2,1,9,7,19,0,0,0,0,44,2035,1188
4523702225,0,19,3,1,10,7,9,1,0,1,0,49,1273,622
4524183803,1,15,1,0,9,8,9,0,0,0,0,36,-1232,-272
4524856340,1,25,3,1,8,5,9,1,1,0,0,43,1726,1423
4487632164,1,17,5,1,11,7,12,0,0,0,0,49,2036,2183
4506468475,1,17,4,1,7,8,8,1,1,0,0,28,-1123,-1665
4513861752,0,18,5,0,6,8,8,0,0,0,0,43,-1325,64
4424200095,0,16,3,1,9,9,10,1,1,0,0,40,-25,1849
4518551407,0,15,18,0,4,4,6,0,0,0,0,41,-1089,-782
4499657757,1,16,1,1,7,6,8,0,0,0,0,56,1745,1180
4498640810,0,18,2,0,3,5,4,0,0,0,0,41,-1838,-1584
4523696498,1,19,2,0,4,6,4,1,0,1,0,46,-1018,-1124
4519675150,0,20,4,0,7,3,8,1,1,0,0,52,-105,1234
4522797583,0,17,2,1,3,4,6,1,1,0,0,37,-2141,-2439
4492936245,0,40,3,0,1,7,1,0,0,0,0,52,-3573,-2497
4482256172,1,23,1,0,3,7,3,0,0,0,0,52,-2105,-88
4525023717,0,15,1,1,6,5,4,0,0,0,0,52,25,2
4511080723,0,55,4,0,1,14,1,1,1,0,0,39,-6435,-5116
4477916243,0,13,0,1,9,9,7,1,1,0,0,56,-609,-504
4489899716,1,14,9,1,8,4,6,1,0,1,0,39,1546,61
4516181057,0,12,2,0,3,12,4,0,0,0,0,36,-4929,-3345
4506113045,1,20,1,1,6,6,5,0,0,0,0,44,164,-222
4525159735,1,14,2,0,4,2,9,0,0,0,0,72,1025,1276
4470997235,1,17,2,1,8,5,9,0,0,0,0,52,1474,1001
4470087448,0,18,2,1,3,8,4,0,0,0,0,41,-2454,-3816
4465542010,1,18,1,1,5,5,4,1,0,1,0,56,269,480
4519070159,1,16,2,0,14,17,18,1,0,1,0,47,-524,-904
4524509004,1,16,2,0,3,5,3,0,0,0,0,55,-1364,-87
4488138739,0,16,4,0,0,5,0,0,0,0,0,64,-2320,-1718
4494341320,1,16,3,1,4,2,8,1,1,0,0,64,1268,1705
4525085237,1,12,1,1,2,5,1,1,1,0,0,53,-1543,-509
4522863300,0,16,2,0,5,11,3,1,1,0,0,55,-2997,-2029
4436047173,0,17,1,1,9,6,11,0,0,0,0,44,-367,-1771
4506779668,0,39,3,0,4,7,4,1,1,0,0,53,-3309,-2741
4524617778,0,37,8,1,3,2,2,1,0,1,0,76,1188,2851
4472611324,0,25,7,1,6,3,6,0,0,0,0,34,-1138,-867
4457404294,1,16,5,1,17,10,25,0,0,0,1,52,6790,5348
4492916042,1,19,2,1,8,3,10,1,0,1,0,58,3723,3777
4481561513,0,23,4,0,5,5,6,1,1,0,0,54,748,-77
4492740165,1,19,2,0,8,7,8,0,0,0,0,43,326,1472
4508812859,1,19,3,1,4,2,6,2,1,1,1,56,1449,-530
4481763565,0,16,3,1,10,9,9,1,1,0,0,35,-635,-1011
4524656242,0,18,5,1,8,6,11,1,0,1,0,64,1060,488
4520625705,0,12,0,0,6,9,4,1,0,1,1,48,-489,188
4446002931,0,15,3,1,3,5,6,0,0,0,0,39,-2335,-2787
4445858545,1,23,3,1,4,7,6,1,1,0,0,43,-2496,-2174
4479142877,0,27,2,0,5,8,3,0,0,0,0,44,-2695,-1042
4523771457,0,18,4,1,9,6,9,2,1,1,0,57,1160,939
4469758473,1,16,2,1,9,3,10,1,1,0,1,51,4982,1971
4500666491,1,13,1,1,13,6,13,1,1,0,1,32,4688,983
